"Event H-ID","Text (Book) H-ID","Text RecordTitle","Start page event","End page event","Page event number",Line,"Narrative Status",Chronology,"Chronology Type","Event Start","Event End","Date Type"
333,,235,235,5,"An unconscious young woman clung to",Narrated,31,Sequential,"14 Aug  1947","31 Aug  1947",Certain
334,,235,236,6,"He hadn't been in the group that had",Narrated,18,Sequential,"14 Aug  1947","31 Aug  1947",Certain
335,,236,236,1,"Ghulam Sarwar lowered the lantern near",Narrated,32,Sequential,"14 Aug  1947","31 Aug  1947",Certain
336,,236,236,2,"The lascivious stare seemed to awake the girl",Narrated,33,Sequential,"14 Aug  1947","31 Aug  1947",Certain
337,,238,238,1,"She crossed into the courtyard of the",Narrated,34,Sequential,"14 Aug  1947","31 Aug  1947",Certain
347,,18,19,2,"– and then like a glorious revelation",Remembered.Narrator,1.5,Sequential,"1 Jan  1946","30 Dec  1946",Uncertain
350,,19,19,1,"Then came 1947 – growling, gnashing its teeth",Remembered.Narrator,1.6,Sequential,"1 Jan  1947","31 Dec  1947",Certain
352,,19,20,2,"The young man met that girl",Remembered.Narrator,1.7,Sequential,"14 Aug  1947","31 Dec  1947",Certain
353,,20,20,1,"The girl never heard from him",Remembered.Narrator,2,Sequential,,,
354,,20,20,1,"After migrating to Pakistan, the young man",Remembered.Narrator,2.1,Continuous,"14 Aug  1947","15 Jan  1977",Certain
356,,20,21,3,"""What are you thinking about?""",Narrated.First-person,41,Sequential,"1 Jan  1977","15 Jan  1977",
357,,21,21,1,"I got lost in my dreams again.",Remembered.Narrator,2.2,Sequential,"16 Aug  1947","15 Aug  1965",Certain
358,,21,21,2,"""Listen,"" I heard Nawab call me again",Narrated.First-person,42,Sequential,"1 Jan  1977","15 Jan  1977",Certain
359,,21,22,2,"The jeep stopped. The two of us",Narrated.First-person,43,Sequential,"1 Jan  1977","15 Jan  1977",
362,,22,22,1,"I looked at the lake. Sometimes",Narrated.First-person,44,Sequential,"1 Jan  1977","15 Jan  1977",Certain
363,,23,23,1,"Then a shot rang out from the opposite",Narrated.First-person,45,Sequential,"1 Jan  1977","15 Jan  1977",Certain
365,,24,241,1,"I saw Gulam Ali and Salimullah",Narrated.First-person,46,Sequential,"1 Jan  1977","15 Jan  1977",Certain
366,,24,24,2,"Suddenly four shots rang out",Narrated.First-person,47,Sequential,"1 Jan  1977","15 Jan  1977",Certain
373,,91,92,1,"The moment Ishwar Singh entered",Narrated.Third-person,3,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
378,,92,92,1,"""I still don't understand what happened",Narrated.Third-person,2.1,Sequential,"3 Mar  1947","3 Dec  1947",Uncertain
388,,92,94,2,"Ishwar Singh turned pale",Narrated.Third-person,4,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
389,,94,94,1,"Kulwant Kaur, whose physical passion had been",Narrated.Third-person,5,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
392,,94,95,2,"Kulwant Kaur lost her head",Narrated.Third-person,6,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
395,,95,95,1,"""I...I...I killed six men, with that dagger.""",Told,1.1,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
404,,95,95,2,"But Kulwant Kaur was obsessed",Narrated.Third-person,7,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
408,,95,95,3,"When people began looting the city",Told,1,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
410,,95,95,4,"I gave you all the money and gold",Told,2,Sequential,"3 Mar  1947","3 Dec  1947",Uncertain
412,,95,95,5,"Ishwar Singh began to groan",Narrated.Third-person,8,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
414,,95,95,6,"""The house I broke into",Told,1.2,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
415,,95,95,7,"there was a beautiful girl",Told,1.3,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
420,,95,95,8,"Kulwant heard him in silence",Narrated.Third-person,9,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
421,,95,95,9,"I can't tell you how beautiful",Told,1.4,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
422,,96,96,1,"Kulwant Kaur merely said",Narrated.Third-person,10,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
423,,96,96,2,"""I carried her over my shoulder",Told,1.5,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
424,,96,96,3,"His voice sank. Kulwant Kaur",Narrated.Third-person,11,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
425,,96,96,4,"""I threw my trump card",Told,1.6,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
426,,96,96,5,"His voice sank once more",Narrated.Third-person,12,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
427,,96,96,6,"""She...was dead...a lifeless corpse",Told,1.7,Sequential,"1 Mar  1947","1 Dec  1947",Uncertain
428,,96,96,7,"Jani, give me your hand",Narrated.Third-person,13,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain
442,,55,55,1,"The carnage of the Partition was at last over.",Narrated.Third-person,11,Sequential,,,
468,,55,55,2,"because his own wife had been abducted.",Narrated.Third-person,8,Parallel,,,
471,,55,56,3,"Every morning Sunderlal, Rasalu, Neki Ram",Narrated.Third-person,12,Continuous,,,
476,,56,56,1,"But soon there came a time, where he ceased",Narrated.Third-person,13,Sequential,,,
477,,56,56,2,"And how often he had mistreated Lajwanti himself.",Remembered,7,Continuous,,,
478,,56,56,3,"His poor Lajo was a slender, naive village girl;",Narrated.Third-person,4,Continuous,,,
479,,56,56,4,"When Sunderlal first saw her, he thought that",Remembered.Narrator,2,Continuous,,,
480,,56,56,5,"Indeed, if some men let their wives show independence",Narrated,8,Continuous,,,
482,,57,57,1,"Nevertheless, when Lajwanti saw a city boy,",Narrated.Third-person,3,Sequential,,,
485,,57,57,2,"Whenever Sunderlal heard that song about Lajwanti",Narrated.Third-person,14,Continuous,,,
486,,67,67,1,"They had returned to Amritsar from Lahore",Narrated.Third-person,17,Sequential,"1 Feb  1955","31 Dec  1955",Certain
488,,57,57,3,"""If I ever find her again, if I ever again do",Narrated.First-person,14.1,Prospective,,,
489,,57,57,4,"He would spend long hours pleading with people",Narrated.Third-person,16,Continuous,,,
490,,67,67,2,"""Look Fatehdina, how very few misri shops",Told,18,Sequential,"1 Feb  1955","31 Dec  1955",Certain
491,,67,67,3,"It was after a long time that these bazaars",Narrated.Third-person,18,Sequential,"1 Feb  1955","31 Dec  1955",Certain
492,,57,58,5,"In order to make the work of the Committee",Narrated.Third-person,17,Continuous,,,
495,,58,58,1,"But words heard in the morning are not easily forgotten",Narrated.Third-person,18,Continuous,,,
497,,67,67,4,"In the group that had come from Lahore",Narrated.Third-person,2,Sequential,"1 Jan  1947","1 Dec  1947",Uncertain
498,,67,67,5,"Some of them were surprised at the changes",Narrated.Third-person,19,Sequential,"1 Feb  1955","31 Dec  1955",Certain
499,,67,67,6,"The people of the city watched these groups",Narrated.Third-person,20,Sequential,"1 Feb  1955","31 Dec  1955",Certain
501,,68,68,1,"Bansan Bazaar is a poor and run-down",Narrated.Third-person,1,Sequential,"1 Jan  1940","31 Dec  1945",Certain
503,,58,58,2,"Their relatives went to the outskirts",Narrated.Third-person,19,Sequential,,,
507,,58,58,3,"Rasalu, Neki Ram, and Sunderlal encouraged them",Narrated.Third-person,20,Sequential,,,
508,,58,58,4,"There were some among these abducted women",Narrated.Third-person,21,Sequential,,,
509,,68,68,2,"They had all been burnt",Narrated.Third-person,14,Sequential,"1 Jan  1947","1 Dec  1947",Certain
510,,68,68,3,"Now, seven-and-a-half years later a few",Narrated.Third-person,17,Sequential,"1 Feb  1955","31 Dec  1955",Certain
511,,68,68,4,"That day, however, one old and frail Muslim",Narrated.Third-person,23,Sequential,"1 Feb  1955","31 Dec  1955",Certain
512,,69,69,1,"A child came running out of the lane",Narrated.Third-person,24,Sequential,"1 Feb  1955","31 Dec  1955",Certain
513,,69,69,2,"A young girl of about sixteen or seventeen",Narrated.Third-person,25,Sequential,"1 Feb  1955","31 Dec  1955",Certain
514,,69,69,3,"The old Muslim put the coin, he had",Narrated.Third-person,26,Sequential,"1 Feb  1955","31 Dec  1955",Certain
515,,69,69,4,"A young man came towards the lane",Narrated.Third-person,27,Sequential,"1 Feb  1955","31 Dec  1955",Certain
518,,70,70,1,"""Yes! We used to live in this lane",Told,2,Continuous,"1 Feb  1947","28 Feb  1947",Uncertain
520,,58,58,5,"Thousands of women in the past killed themselves",Told,1,Sequential,,,
521,,70,70,2,"""Oh, Gani Miyan!"" Manori said",Narrated.Third-person,28,Sequential,"1 Feb  1955","31 Dec  1955",Certain
523,,58,58,6,"Little did they understand the courage",Narrated.Third-person,22,Parallel,,,
524,,70,70,3,"""Yes, son, it was my misfortune that",Told,4,Sequential,"1 Jan  1947","15 Aug  1947",Certain
529,,58,58,7,"Sunderlal watched the last woman step down",Narrated.Third-person,23,Sequential,,,
530,,70,70,4,"As he said that, he felt that",Narrated.Third-person,29,Sequential,"1 Feb  1955","31 Dec  1955",Certain
531,,58,59,8,"With patience and quiet dignity,",Narrated.Third-person,24,Continuous,,,
532,,70,70,5,"In the meanwhile, a rumour had spread",Narrated.Third-person,30,Sequential,"1 Feb  1955","31 Dec  1955",Certain
537,,59,60,1,"One evening, the processionists found themselves in",Narrated.Third-person,25,Sequential,,,
539,,70,70,6,"As soon as they heard this news",Narrated.Third-person,31,Sequential,"1 Feb  1955","31 Dec  1955",Certain
547,,201,201,1,"The first light came unannounced.",Narrated.Third-person,15,Sequential,"1 Oct  1971","31 Oct  1971",Certain
553,,60,61,1,"Many people who had been with him",Narrated.Third-person,26,Sequential,,,
556,,61,62,1,"At that moment Lal Chand",Narrated.Third-person,27,Sequential,,,
559,,202,202,1,"Only three lakh quantils of rice had been",Narrated.Third-person,14,Sequential,"1 Oct  1971","31 Oct  1971",Certain
560,,1,1,1,"A thick layer of mist",Narrated.First-person,5,Sequential,"1 Jan  1977","15 Jan  1977",Uncertain
561,,62,62,1,"Whenever he tried to touch them",Remembered.Narrator,5,Continuous,,,
562,,201,201,2,"Standing at the edge of the field, Prabhdayal",Narrated.Third-person,16,Sequential,"1 Oct  1971","31 Oct  1971",Certain
563,,62,62,2,"Sunderlal trembled with fear and hope",Narrated.Third-person,27,Sequential,,,
569,,202,202,2,"Tomorrow morning he would begin to reap",Narrated.Third-person,17,Prospective,"2 Oct  1971","31 Oct  1971",Certain
570,,62,62,3,"""At the Wagah Border, Pakistan returned",Told,29,Parallel,,,
572,,202,202,3,"A sudden sound echoed in his ears.",Narrated.Third-person,18,Sequential,"1 Oct  1971","31 Oct  1971",Certain
574,,70,71,7,"""Your house was there,"" Manori",Narrated.Third-person,32,Sequential,"1 Feb  1955","31 Dec  1955",Certain
575,,62,62,4,"Lal Chand bared his elbow to show",Narrated.Third-person,30,Sequential,,,
576,,71,71,1,"""Your house was burned down during",Told,13,Sequential,"1 Jan  1947","31 Dec  1947",Uncertain
577,,202,202,8,"Prabhdayal had fond childhood memories of Narowal",Narrated.Third-person,1,Continuous,"1 Jan  1927","31 Dec  1947",Uncertain
581,,63,63,1,"Sunderlal was getting ready to go",Narrated,31,Prospective,,,
582,,71,71,2,"Supporting himself on his case, Gani",Narrated.Third-person,33,Sequential,"1 Feb  1955","31 Dec  1955",Certain
583,,63,63,2,"But then he pulled himself together",Narrated,32,Sequential,,,
584,,63,63,3,"Suddenly Lajo was standing in front of him",Narrated.Third-person,33,Sequential,,,
585,,202,202,5,"The thick smoke that spread out against",Narrated.Third-person,19,Sequential,"1 Oct  1971","31 Oct  1971",Certain
586,,71,71,3,"By now many more people were staring",Narrated.Third-person,34,Sequential,"1 Feb  1955","31 Dec  1955",Certain
587,,71,72,4,"That evening Chiragdin was eating his",Narrated.Third-person,6,Sequential,"1 Jan  1947","31 Dec  1947",Certain
588,,72,72,1,"The moment Chirag stepped out of the",Narrated.Third-person,7,Sequential,"1 Jan  1947","31 Dec  1947",Certain
589,,63,63,4,"She had learnt to imitate",Narrated.Third-person,10,Continuous,,,
591,,63,64,5,"She stood before Sunderlal",Narrated.Third-person,34,Sequential,,,
592,,64,64,1,"There were many other men at the police station with him.",Narrated.Third-person,35,Sequential,,,
593,,72,72,3,"By then all the windows in the neighbourhood",Narrated.Third-person,9,Sequential,"1 Jan  1947","31 Dec  1947",Uncertain
595,,72,72,4,"Their bodies were later discovered, not in",Narrated.Third-person,10,Sequential,"2 Jan  1947","31 Dec  1947",Uncertain
596,,64,64,2,"Sunderlal took Lajo by her hand",Narrated.Third-person,36,Sequential,,,
597,,72,72,5,"For two days, the house was raided and completely ransacked",Narrated.Third-person,11,Sequential,"2 Jan  1947","31 Dec  1947",Uncertain
600,,64,65,3,"Even after Lajwanti's retun, Sunderlal continued to work",Narrated.Third-person,37,Sequential,,,
601,,72,72,6,"After everything had been looted, someone",Narrated.Third-person,12,Sequential,"3 Jan  1947","31 Dec  1947",Uncertain
602,,65,65,1,"She wanted to tell Sunderlal",Narrated.Third-person,38,Prospective,,,
603,,72,72,7,"For the last seven-and-a-half years, everyone",Narrated.Third-person,16,Continuous,"3 Jul  1947","31 Dec  1955",Uncertain
604,,65,65,2,"Sometimes at night, when Sunderlal slept,",Narrated.Third-person,39,Continuous,,,
605,,65,65,3,"Of course, soon after her return,",Narrated.Third-person,40,Sequential,,,
606,,72,73,8,"People looking out of their windows",Narrated.Third-person,35,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
607,,73,73,1,"Rakkha Pahlwan, who had been sleeping",Narrated.Third-person,36,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
608,,65,65,4,"You used to beat me, but I was",Told,6,Continuous,,,
609,,73,74,2,"Manori helped Gani off the pile of rubble",Narrated.Third-person,37,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
610,,65,65,5,"Sunderlal's eyes had filled with tears",Narrated.Third-person,41,Sequential,,,
611,,74,74,1,"As soon as Gani came near the well",Narrated.Third-person,38,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
612,,65,66,6,"At that moment, Lajwanti had wanted",Narrated.Third-person,42,Sequential,,,
613,,66,66,1,"Slowly, happiness was replaced by suspicion.",Narrated.Third-person,43,Sequential,,,
614,,74,74,2,"The people at the windows continued to gossip",Narrated.Third-person,39,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
615,,66,66,2,"She wanted to be Lajo again,",Narrated.Third-person,44,Prospective,,,
616,,74,75,3,"Gani sat down by the side of the well",Narrated.Third-person,40,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
617,,66,66,3,"These days the question of a fight",Narrated.Third-person,45,Continuous,,,
618,,66,66,4,"He went out every morning",Narrated.Third-person,46,Sequential,,,
619,,75,75,1,"""If Chirag had been with me, the story",Told,3,Sequential,"1 Jan  1947","31 Aug  1947",Uncertain
620,,75,75,2,"Rakkha tried to stretch his back because it had",Narrated.Third-person,41,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
621,,75,75,3,"And then, with the help of his cane, he stood",Narrated.Third-person,42,Sequential,"1 Jul  1947","31 Aug  1947",Certain
622,,75,75,4,"The people at the windows started whispering",Narrated.Third-person,43,Sequential,"1 Jul  1947","31 Aug  1947",Certain
623,,76,76,1,"After sometime the women came out of their",Narrated.Third-person,44,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
624,,238,240,2,"As the roti and dal went into his hungry",Narrated.Third-person,35,Sequential,,,
625,,76,76,2,"Rakkha continued to sit by the well till",Narrated.Third-person,45,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
626,,240,240,1,"He had been hardly ten when he'd had",Narrated.Third-person,10,Continuous,,,
627,,76,76,3,"When night fell, Rakkha went to the shop",Narrated.Third-person,46,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
629,,76,76,4,"Everyday, he used to greet his acquaintances",Narrated.Third-person,15,Continuous,"1 Aug  1947","31 Dec  1955",Uncertain
630,,76,76,5,"But that day, he told Laccha about",Narrated.Third-person,47,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
631,,76,77,6,"When he went back into the lane",Narrated.Third-person,48,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
632,,77,77,1,"Rakkha picked up a stone and threw it",Narrated.Third-person,49,Sequential,"1 Feb  1955","31 Dec  1955",Uncertain
633,,202,202,4,"He heard this sound every day",Narrated.Third-person,11,Continuous,"1 Aug  1947",,Uncertain
634,,202,202,6,"For the last twenty-four years, ever since",Narrated.Third-person,10,Continuous,"1 Aug  1947",,Uncertain
635,,202,202,7,"Sialkot and Narowal were so close to where",Narrated.Third-person,20,Sequential,"1 Oct  1971","31 Oct  1971",Certain
636,,202,202,9,"His mother's family had lived in Sailkot",Narrated.Third-person,2,Continuous,"1 Jan  1927","31 Dec  1947",Uncertain
641,,202,203,10,"He remembered how every morning he used",Narrated.Third-person,3,Continuous,"1 Jan  1927","31 Dec  1947",Uncertain
642,,203,203,3,"As he looked across the border, his gaze",Narrated.Third-person,22,Sequential,"1 Oct  1971","31 Oct  1971",Certain
643,,203,203,2,"Now, even though he watched the train",Narrated.Third-person,12,Continuous,"1 Aug  1947",,Uncertain
644,,203,203,1,"But all these memories seemed to be",Narrated.Third-person,21,Sequential,"1 Oct  1971","31 Oct  1971",Certain
645,,203,203,4,"He had seen caravans of bullock carts",Narrated.Third-person,6,Continuous,"1 Aug  1947",,Uncertain
646,,203,203,5,"There was a roll of thunder. Prabhdayal looked",Narrated.Third-person,23,Sequential,"1 Oct  1971","31 Oct  1971",Certain
647,,203,204,6,"He had Pakistani tanks were heading towards",Narrated.Third-person,24,Sequential,"1 Oct  1971","31 Oct  1971",Certain
723,,204,204,1,"The Bangladesh affair, which had dragged",Narrated.Third-person,13,Continuous,"1 Mar  1971","31 Dec  1971",Uncertain
724,,204,204,2,"Before he could gather himself, he",Narrated.Third-person,25,Sequential,"1 Oct  1971","31 Oct  1971",Certain
725,,204,204,3,"Reaching home, he fell back on to",Narrated.Third-person,26,Sequential,"1 Oct  1971","31 Oct  1971",Certain
726,,205,205,1,"Prabhdayal's son Tilak Raj was sharpening the",Narrated.Third-person,28,Sequential,"1 Oct  1971","31 Oct  1971",Certain
727,,205,205,2,"Ram Rakhi was surprised upon seeing the glass",Narrated.Third-person,28,Sequential,"1 Oct  1971","31 Oct  1971",Certain
728,,205,206,3,"‘Just pack up and run. Let us take the morning bus…",Narrated.Third-person,29,Prospective,"2 Oct  1971","31 Oct  1971",Certain
729,,206,206,1,"‘We left Pakistan with nothing but the…",Told,9,Sequential,"1 Aug  1947","31 Aug  1947",Certain
730,,206,206,2,"‘You’re worried about things? You sacrificed your two elder sons…",Told,7,Sequential,"1 Aug  1947","31 Aug  1947",Certain
731,,206,206,3,"Ram Rakhi’s legs began to tremble and she",Narrated.Third-person,30,Sequential,"1 Oct  1971","31 Oct  1971",Certain
732,,206,206,4,"‘The same words,’ Prabhdayal answered, ‘exactly…",Told,4,Sequential,"1 Aug  1947","31 Aug  1947",Certain
733,,206,207,5,"Tilak Raj looked towards his mother",Narrated.Third-person,31,Sequential,"1 Oct  1971","31 Oct  1971",Certain
734,,207,207,1,"‘Your father is right, son,’ Ram Rakhi told",Told,5,Sequential,"1 Aug  1947","31 Aug  1947",Certain
735,,207,207,2,"I had taken an oath then...",Narrated.Third-person,8,Prospective,"1 Aug  1947",,Uncertain
736,,207,207,3,"Silence prevailed for a while. None of them",Narrated.Third-person,32,Sequential,"1 Oct  1971","31 Oct  1971",Certain
737,,207,207,4,"Prabhdayal, too, put it off till the next day.",Narrated.Third-person,33,Sequential,"1 Oct  1971","31 Oct  1971",Certain
739,,207,207,5,"The next morning they woke up while",Narrated.Third-person,35,Sequential,"2 Oct  1971","31 Oct  1971",Certain
740,,207,208,6,"The prime minister had appealed to all",Narrated.Third-person,34,Sequential,"2 Oct  1971","31 Oct  1971",Certain
741,,208,208,1,"He would not let it happen. He swore on his",Narrated.Third-person,36,Prospective,"2 Oct  1971",,Uncertain
742,,208,208,2,"He put his daily prayer book",Narrated.Third-person,37,Sequential,"2 Oct  1971","31 Oct  1971",Certain
947,,119,119,1,"Hurriedly shoving her things into the unlit",Narrated.Third-person,5,Sequential,"14 Aug  1947","31 Dec  1948",Certain
948,,119,119,2,"She heaved a sigh of relief, and had",Narrated.Third-person,6,Sequential,"14 Aug  1947","31 Dec  1948",Certain
949,,119,119,3,"She would have considered jumping out",Narrated.Third-person,7,Prospective,"14 Aug  1947","31 Dec  1948",Certain
950,,119,119,4,"Immersed in these thoughts, and keeping",Narrated.Third-person,8,Sequential,"14 Aug  1947","31 Dec  1948",Certain
951,,119,120,5,"""How far will you be going?"" Suraiya was",Narrated.Third-person,9,Sequential,"14 Aug  1947","31 Dec  1948",Certain
952,,120,120,1,"""He is calculating how much time he'll need for",Narrated.First-person,10,Sequential,"14 Aug  1947","31 Dec  1948",Certain
953,,120,120,2,"She said, ""There's my brother...in the",Narrated.Third-person,11,Sequential,"14 Aug  1947","31 Dec  1948",Certain
954,,120,120,3,"The train had slowed down. It was a small",Narrated.Third-person,12,Sequential,"14 Aug  1947","31 Dec  1948",Certain
955,,120,121,4,"The Sikh asked her, ""Are you planning",Narrated.Third-person,13,Sequential,"14 Aug  1947","31 Dec  1948",Certain
956,,121,121,1,"I will see you safely upto Aligarh",Told,21,Prospective,"14 Aug  1947","31 Dec  1948",Certain
957,,121,121,2,"One of the Hindus spoke up, ""Sardarji",Narrated.Third-person,14,Sequential,"14 Aug  1947","31 Dec  1948",Certain
958,,121,122,3,"""They say that in Delhi terrible things have been",Told,1,Sequential,"14 Aug  1947","31 Dec  1948",Certain
960,,122,122,1,"The Sikh turned to the wrapped up figure",Narrated.Third-person,16,Sequential,"14 Aug  1947","31 Dec  1948",Certain
965,,1,2,2,"""Gulam Ali,"" I called out",Narrated.First-person,6,Sequential,"1 Jan  1977","15 Jan  1977",Certain
966,,2,2,1,"I no longer have any relationship",Narrated.First-person,1,Sequential,"14 Aug  1929","14 Aug  1947",Uncertain
967,,2,3,2,"But how could I tell him that",Narrated.First-person,7,Sequential,"1 Jan  1977","15 Jan  1977",Certain
968,,3,3,1,"The wind grew stronger",Narrated.First-person,8,Sequential,"1 Jan  1977","15 Jan  1977",Certain
969,,3,3,2,"They came and settled here",Told,1.8,Sequential,"14 Aug  1947",,
970,,3,3,3,"It was as if Gulam Ali",Narrated.First-person,9,Sequential,"1 Jan  1977","15 Jan  1977",Certain
971,,3,3,4,"A little later he said",Told,3,Sequential,"1 Jan  1977","15 Jan  1977",Certain
972,,3,3,5,"""Sahib, can I tell you something",Told,3.5,Sequential,"12 Jan  1976","14 Jan  1977",Uncertain
973,,4,4,1,"If she asks you, please tell her bluntly",Narrated.First-person,10,Sequential,"1 Jan  1977","15 Jan  1977",Certain
974,,4,4,2,"""Sahib, I have a friend, Vaziruddin",Told,3.6,Sequential,"15 Aug  1947","15 Jan  1977",Certain
975,,4,5,3,"Gulam Ali looked back at me",Narrated.First-person,11,Sequential,"1 Jan  1977","15 Jan  1977",Certain
976,,5,5,1,"There is a part of me which has",Narrated.First-person,4,Continuous,"8 May  1965","15 Jan  1977",Certain
977,,5,6,2,"I rested my head on the seat",Narrated.First-person,12,Sequential,"1 Jan  1977","15 Jan  1977",Certain
981,,6,6,1,"Why are there so many restrictions",Narrated.First-person,13,Sequential,"1 Jan  1977","15 Jan  1977",Certain
982,,6,6,2,"Thrice a year, you ask me for leave",Narrated.First-person,14,Continuous,,,
983,,6,6,3,"But who am I to ask you these",Narrated.First-person,15,Sequential,"1 Jan  1977","15 Jan  1977",Certain
984,,6,6,4,"I have wrestled with them for",Remembered.Narrator,16,Continuous,"15 Aug  1947","15 Jan  1977",Certain
986,,6,6,5,"""Sahib, we are approaching",Narrated.First-person,17,Sequential,"1 Jan  1977","15 Jan  1977",Certain
987,,7,7,1,"All of a sudden, Gulam Ali hit",Narrated.First-person,18,Sequential,"1 Jan  1977","15 Jan  1977",Certain
988,,7,7,2,"Suddenly, the frozen regions of past",Remembered.Narrator,1.1,Sequential,"14 Aug  1929","14 Aug  1947",Uncertain
989,,7,8,3,"Then in another flash I saw",Remembered.Narrator,1.2,Sequential,"14 Aug  1929","14 Aug  1947",Uncertain
991,,8,8,1,"My memory threw up other images",Remembered.Narrator,1.3,Sequential,1939,1947,Uncertain
993,,8,8,2,"""Sahib – lets go to the village now",Narrated.First-person,19,Sequential,"1 Jan  1977","15 Jan  1977",Certain
