"Event H-ID","Text (Book) H-ID","Text RecordTitle","Text (Book chapter) H-ID","Text RecordTitle","Start page event","End page event","Page event number",Line,"Place_textual H-ID","Place_textual RecordTitle","Place mentioned (Place_mapped) H-ID","Place mentioned RecordTitle","Place mentioned","Place mentioned RecordTitle","Character(s) Present H-ID","Character(s) Present RecordTitle","Character(s) Mentioned H-ID","Character(s) Mentioned RecordTitle","Narrative Status",Chronology,"Chronology Type","Event Start","Event End","Date Type","Event - historical H-ID","Event - historical RecordTitle","Intertextual reference (Book) H-ID","Intertextual reference RecordTitle","Intertextual reference (Book chapter) H-ID","Intertextual reference RecordTitle"
310,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",13,14,4,"Then I saw Salimullah upto",196,"Shahganj - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,289|95|98|59|98,"Ali - Bhai Farrukh Alias: None
in ""A Letter from India""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,31,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
312,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",14,14,1,"Nawab and I turned to look",196,"Shahganj - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,97|95|98|59,"Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,32,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
313,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",14,15,2,"Salimullah stood before us holding up",196,"Shahganj - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,59|67|97|98|95,"Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Ali - Gulam Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,33,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
314,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",15,15,1,"Gulam Ali joined Salimullah. Together they",196,"Shahganj - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|98|95,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,34,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
315,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",15,15,2,"After a short drive we reached",316,"Gulam Ali's House - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|80|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Wife of Gulam Ali - Jameela Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,35,Sequential,"1 Jan  1977","15 Jan  1977",Uncertain,,,,,,
318,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",15,17,3,"– I opened the door, walked in",316,"Gulam Ali's House - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|80|59|95|97|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Wife of Gulam Ali - Jameela Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,36,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
319,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",17,17,1,"After a long silence, I told Nawab",316,"Gulam Ali's House - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,95|59,"Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,37,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
320,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",17,17,2,"We got into our jeeps again",316,"Gulam Ali's House - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,38,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
321,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",17,18,3,"When I looked back, I saw her",316,"Gulam Ali's House - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|80|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Wife of Gulam Ali - Jameela Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,39,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
322,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",18,18,1,"I put my head down on the seat",658,"Road between Shahganj and Kharan-wallah - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,40,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
325,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",234,234,5,"Even when they had been looting the",103,"Arora Wine Shop - ""Qazi da Kot"" in <i>Savage Harvest</i>",96,"Qazi da Kot - 1. High confidence",96,"Qazi da Kot - 1. High confidence",45|131,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Warriors of newly formed Pakistan - Unnamed Alias: None
in ""Qazi da Kot""",,,Narrated,19,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
326,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",234,234,7,"All of a sudden Ghulam Sarwar looked up",99,"Lamba well - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45|47|44,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Butcher - Karima Alias: None
in ""Qazi da Kot""|Musali - Hashmat Alias: None
in ""Qazi da Kot""",,,Narrated,27,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
327,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,235,1,"Ghulam Sarwar knew he was only going to sift",99,"Lamba well - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""",,,Narrated,28,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
328,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,235,2,"Time was when his young heart had been full",94,"Qazi da Kot - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""",,,Narrated,11,Continuous,"1 Jan  1917","14 Aug  1947",Certain,,,,,,
330,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",234,234,6,"Those who had hesitated or were caught",94,"Qazi da Kot - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,56|45,"Muslim group that took the village's women - Gondal Jat boys Alias: None
in ""Qazi da Kot""|Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""",,,Narrated,20,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
331,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,235,3,"He began to search each of the looted",94,"Qazi da Kot - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""",,,Narrated,29,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
332,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,235,4,"Ghulam Sarwar knocked on the door",105,"Gurdwara - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""",,,Narrated,30,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
333,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,235,5,"An unconscious young woman clung to",109,"Gurdwara: Lobby - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45|48|89,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Kaur - Anup Alias: None
in ""Qazi da Kot""|Husband of Anup - Granthi Alias: Sardar
in ""Qazi da Kot""",,,Narrated,31,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
334,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",235,236,6,"He hadn't been in the group that had",105,"Gurdwara - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,89|131,"Husband of Anup - Granthi Alias: Sardar
in ""Qazi da Kot""|Warriors of newly formed Pakistan - Unnamed Alias: None
in ""Qazi da Kot""",,,Narrated,18,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
335,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",236,236,1,"Ghulam Sarwar lowered the lantern near",109,"Gurdwara: Lobby - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,89|45|48,"Husband of Anup - Granthi Alias: Sardar
in ""Qazi da Kot""|Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Kaur - Anup Alias: None
in ""Qazi da Kot""",,,Narrated,32,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
336,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",236,236,2,"The lascivious stare seemed to awake the girl",109,"Gurdwara: Lobby - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,89|45|48,"Husband of Anup - Granthi Alias: Sardar
in ""Qazi da Kot""|Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Kaur - Anup Alias: None
in ""Qazi da Kot""",,,Narrated,33,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
337,,39,"""Qazi da Kot"" - Sarna, Mohinder Singh, in: <i> </i> . Sarna, Mohinder Singh",238,238,1,"She crossed into the courtyard of the",110,"Gurdwara: Courtyard - ""Qazi da Kot"" in <i>Savage Harvest</i>",,,,,45|48,"Sarwar - Ghulam Alias: Hatho
in ""Qazi da Kot""|Kaur - Anup Alias: None
in ""Qazi da Kot""",,,Narrated,34,Sequential,"14 Aug  1947","31 Aug  1947",Certain,,,,,,
347,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",18,19,2,"– and then like a glorious revelation",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,348|59,"The young girl who was wildly sensual and self-posessed - Young Girl Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,1.5,Sequential,"1 Jan  1946","30 Dec  1946",Uncertain,,,,,,
350,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",19,19,1,"Then came 1947 – growling, gnashing its teeth",351,"India - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,59|348,"Narrator - Unnamed Alias: None
in ""Separated from the Flock""|The young girl who was wildly sensual and self-posessed - Young Girl Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,1.6,Sequential,"1 Jan  1947","31 Dec  1947",Certain,,,,,,
352,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",19,20,2,"The young man met that girl",351,"India - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,59|348,"Narrator - Unnamed Alias: None
in ""Separated from the Flock""|The young girl who was wildly sensual and self-posessed - Young Girl Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,1.7,Sequential,"14 Aug  1947","31 Dec  1947",Certain,,,,,,
353,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",20,20,1,"The girl never heard from him",351,"India - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,348,"The young girl who was wildly sensual and self-posessed - Young Girl Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,2,Sequential,,,,,,,,,
354,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",20,20,1,"After migrating to Pakistan, the young man",355,"Pakistan - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,59,"Narrator - Unnamed Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,2.1,Continuous,"14 Aug  1947","15 Jan  1977",Certain,,,,,,
356,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",20,21,3,"""What are you thinking about?""",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|95|98|97,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,41,Sequential,"1 Jan  1977","15 Jan  1977",,,,,,,
357,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",21,21,1,"I got lost in my dreams again.",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|98|95|97,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""",,,Remembered.Narrator,2.2,Sequential,"16 Aug  1947","15 Aug  1965",Certain,,,,,,
358,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",21,21,2,"""Listen,"" I heard Nawab call me again",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|95|97|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,42,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
359,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",21,22,2,"The jeep stopped. The two of us",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,43,Sequential,"1 Jan  1977","15 Jan  1977",,,,,,,
362,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",22,22,1,"I looked at the lake. Sometimes",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,44,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
363,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",23,23,1,"Then a shot rang out from the opposite",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,45,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
365,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",24,241,1,"I saw Gulam Ali and Salimullah",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|97|95|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,46,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
366,,37,"""Separated from the Flock"" - Ashraf, Syed Mohammed, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",24,24,2,"Suddenly four shots rang out",323,"Road Between Shahganj and Lahore - ""Separated from the Flock"" in <i>Stories about the Partition of India</i>",,,,,67|59|95|97|98,"Ali - Gulam Alias: None
in ""Separated from the Flock""|Narrator - Unnamed Alias: None
in ""Separated from the Flock""|Friend of Narrator - Nawab Alias: None
in ""Separated from the Flock""|Driver of Nawab - Unnamed Alias: None
in ""Separated from the Flock""|Manager of Nawab's factory - Salimullah Alias: None
in ""Separated from the Flock""",,,Narrated.First-person,47,Sequential,"1 Jan  1977","15 Jan  1977",Certain,,,,,,
373,,175,"""Cold Meat"" - Manto, Saadat Hasan, in: <i>Stories about Partition </i> (Vol. 1). Bhalla, Alok,
 1994",91,92,1,"The moment Ishwar Singh entered",184,"Hotel Room - ""Cold Meat"" in <i>Stories about the Partition of India</i>",,,,,178|177,"Kaur - Kulwant Alias: Jani
in ""Cold Meat""|Singh - Ishwar Alias: Jani
in ""Cold Meat""",,,Narrated.Third-person,3,Sequential,"10 Mar  1947","10 Dec  1947",Uncertain,,,,,,
