"Place_textual H-ID","Text (Book) H-ID","Text RecordTitle","Place name","Place modality",Ontology,Place_mapped,"Place_mapped RecordTitle","Place_mapped H-ID","Place_mapped RecordTitle"
888,,"Ranaghat Train Platform",Public,Imported,889,"Ranaghat Junction - 1. High confidence",889,"Ranaghat Junction - 1. High confidence"
890,,"Amal's House",Private,Invented,881,"Bagerhat - 1. High confidence",881,"Bagerhat - 1. High confidence"
896,,"Scheduled Caste Village",Public,Invented,893,"Khulna - 1. High confidence",893,"Khulna - 1. High confidence"
1683,,"Shops owned by the Hindus",Public,Invented,881,"Bagerhat - 1. High confidence",881,"Bagerhat - 1. High confidence"
899,,Dhaka,Public,Imported,214,"Dhaka - 1. High confidence",214,"Dhaka - 1. High confidence"
900,,"Government Offices",Public,Invented,214,"Dhaka - 1. High confidence",214,"Dhaka - 1. High confidence"
1696,,"Rabindra Sangeet Classes",Private,Invented,,,,
901,,"Main Road",Public,Invented,214,"Dhaka - 1. High confidence",214,"Dhaka - 1. High confidence"
1701,,"Local VIP's place",Public,Invented,,,,
886,,Ranaghat,Public,Imported,887,"Ranaghat - 1. High confidence",887,"Ranaghat - 1. High confidence"
1798,,"Village adjacent to the desert",Public,Imagined,,,,
904,,"Ujanipura, Howrah",Public,Transformed,906,"Howrah - 1. High confidence",906,"Howrah - 1. High confidence"
907,,"Single storyed House (in Ujanipura)",Private,Invented,906,"Howrah - 1. High confidence",906,"Howrah - 1. High confidence"
908,,"Small room in the House (in Ujanipura)",Private,Invented,906,"Howrah - 1. High confidence",906,"Howrah - 1. High confidence"
909,,"Howrah Station",Public,Imported,910,"Howrah Station - 1. High confidence",910,"Howrah Station - 1. High confidence"
1294,,"Narrow Passage which separated the two houses",Public,Invented,,,,
1302,,"Home of Tarapada and family",Private,Invented,,,,
1301,,"Home of Nasiruddin and family",Private,Invented,,,,
1300,,"Mixed Locality",Public,Invented,,,,
1303,,"Front door of Nasiruddin's home",Private,Invented,,,,
1299,,Lane,Public,Invented,,,,
1895,,Unknown,Private,Invented,,,,
1897,,"City where Indira's Family and Halima's family live (Somewhere in Bengal)",Public,Invented,804,"Bengal - 1. High confidence",804,"Bengal - 1. High confidence"
1906,,"Shutter between Indira and Halima's home",Private,Invented,,,,
1749,,Nagar,Public,Imported,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
1735,,Gopalpur,Public,Imported,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
1757,,Malda,Public,Imported,1758,"Malda - 1. High confidence",1758,"Malda - 1. High confidence"
1768,,"Sudhani railway station",Public,Imported,1770,"Sudhani railway station - 1. High confidence",1770,"Sudhani railway station - 1. High confidence"
1919,,"Jyoti's village",Public,Invented,925,"Punjab - 1. High confidence",925,"Punjab - 1. High confidence"
1774,,"Sudhani depot",Liminal,Invented,1767,"Sudhani - 1. High confidence",1767,"Sudhani - 1. High confidence"
1765,,Sudhani,Public,Imported,1767,"Sudhani - 1. High confidence",1767,"Sudhani - 1. High confidence"
1776,,Mirpur,Public,Imported,1777,"Mirpur - 1. High confidence",1777,"Mirpur - 1. High confidence"
1778,,"Mushar Sao's store",Liminal,Invented,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
1786,,"Mushar Sao's store: Courtyard",Liminal,Invented,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
1946,,Prison,Liminal,Imagined,,,,
1950,,"Lady's wing of the palace",Liminal,Imagined,,,,
1962,,Border,Public,Imported,557,"Wagah Border - 1. High confidence",557,"Wagah Border - 1. High confidence"
1790,,"Haji Sahib's office",Private,Invented,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
1992,,Aruakhoa,Public,Imported,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
1794,,"Bridge over Nagar",Public,Imported,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
1797,,"Munimji's camp",Public,Invented,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
2003,,"The Viceroy's place of work",Liminal,Invented,1767,"Sudhani - 1. High confidence",1767,"Sudhani - 1. High confidence"
1741,,Sripur,Public,Imported,1743,"Sripur - 1. High confidence",1743,"Sripur - 1. High confidence"
2010,,"Khanu's shop",Liminal,Invented,,,,
2022,,Bihar,Public,Imported,1753,"Bihar - 1. High confidence",1753,"Bihar - 1. High confidence"
2026,,Shikarpur,Public,Imported,,,,
2047,,"Sindhu river",Public,Imported,,,,
2050,,"Shahi Bagh",Public,Imported,,,,
2058,,Sindh,Public,Imported,1499,"Sindh - 1. High confidence",1499,"Sindh - 1. High confidence"
2060,,"Route to railway station",Public,Invented,,,,
2064,,"Khanu's house",Private,Invented,,,,
1718,,Pakistan,Public,Imported,69,"Pakistan - 1. High confidence",69,"Pakistan - 1. High confidence"
1722,,"Desolate and Ruined Village",Public,Invented,69,"Pakistan - 1. High confidence",69,"Pakistan - 1. High confidence"
1723,,"Desolate and Ruined Village: The House",Private,Invented,69,"Pakistan - 1. High confidence",69,"Pakistan - 1. High confidence"
1304,,Playroom,Private,Invented,,,,
1305,,"Nitai's Shop",Public,Invented,,,,
1306,,"Wall Dividing the roof (partition wall)",Private,Invented,,,,
1307,,"Gita's great Aunt's room",Private,Invented,,,,
1311,,"Single Common room on the roof of Nasiruddin and Tarapada's house",Private,Invented,,,,
2140,,"Darpan Singh's house",Private,Invented,,,,
1756,,"Weekly market in Aruakhoa",Public,Imported,1736,"Gopalpur - 2. Probable location",1736,"Gopalpur - 2. Probable location"
2150,,"Mushar Sao's house",Private,Invented,,,,
1739,,Purnea,Public,Imported,1740,"Purnea - 1. High confidence",1740,"Purnea - 1. High confidence"
1876,,"Makeshift platforms",Public,Invented,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
2179,,"Relief camp",Public,Imported,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
1871,,"Camps on the Pakistan side of the bridge",Liminal,Imported,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
1879,,"Pora Gossain's house",Private,Invented,1750,"Nagar - 1. High confidence",1750,"Nagar - 1. High confidence"
2255,,"Gangu ki Gali",Public,Invented,2256,"Gangu ki Gali, Lahore - 2. Probable location",2256,"Gangu ki Gali, Lahore - 2. Probable location"
2257,,"Sayyidmittha Bazaar",Public,Imported,2258,"Sayyidmittha Bazaar, Lahore - 1. High confidence",2258,"Sayyidmittha Bazaar, Lahore - 1. High confidence"
2274,,Lahore,Public,Imported,60,"Lahore - 1. High confidence",60,"Lahore - 1. High confidence"
2260,,"Fazzay's shop",Liminal,Invented,2258,"Sayyidmittha Bazaar, Lahore - 1. High confidence",2258,"Sayyidmittha Bazaar, Lahore - 1. High confidence"
2261,,"Ramesh's house",Private,Invented,2256,"Gangu ki Gali, Lahore - 2. Probable location",2256,"Gangu ki Gali, Lahore - 2. Probable location"
2262,,"Moolan Tai's house",Private,Invented,2256,"Gangu ki Gali, Lahore - 2. Probable location",2256,"Gangu ki Gali, Lahore - 2. Probable location"
2263,,"Lohari Mandi",Public,Imported,2264,"Lohari Mandi (Lahore) - 1. High confidence",2264,"Lohari Mandi (Lahore) - 1. High confidence"
2265,,"The bazaars of Lahore",Public,Imported,,,,
405,,"Namak Mandi",Public,Imported,409,"Namak Mandi - 1. High confidence",409,"Namak Mandi - 1. High confidence"
2351,,Pakistan,Public,Imported,69,"Pakistan - 1. High confidence",69,"Pakistan - 1. High confidence"
2357,,"East Pakistan",Public,Imported,69,"Pakistan - 1. High confidence",69,"Pakistan - 1. High confidence"
1771,,Calcutta,Public,Imported,873,"Calcutta - 1. High confidence",873,"Calcutta - 1. High confidence"
2373,,Compound,Public,Invented,,,,
2371,,"Compound: Water Tap",Public,Invented,,,,
2372,,"Compound: Hall",Public,Invented,,,,
2374,,"Commisioner's Office",Public,Invented,,,,
