event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,chronology,chronology_type,PresentMentioned,character_id,given_names,gender_character,family_name_character,aka,book_id,title_of_book,title_of_chapter,author_s,family_name_author,given_name_s,gender_author,birth_date,text_id,place_textual,text_place_name,text,place_modality,place_mapped,ontology,place_name,location_mappable,locational_certainty,additional_equivalent_names
2484,124,124,3,Suddenly there was panic in the,Third-person,41,Sequential,Present,2433,Commissioner Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2484,124,124,3,Suddenly there was panic in the,Third-person,41,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2482,124,124,2,But before he could carry out,Third-person,40,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2481,124,124,1,"""But God's command has to be",Told,39,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2480,123,123,7,"""Arrey Baba, try to be patient.",Told,NA,Sequential,Present,2421,People Gathered,Unknown,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2480,123,123,7,"""Arrey Baba, try to be patient.",Told,NA,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2479,123,123,6,"Still grumbling, the chaprasi also went",Told,37,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2478,123,123,5,Disappointed by the results of their,Third-person,NA,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2477,123,123,4,"""Has almost been completed! My life",Told,35,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2476,123,123,3,"""Babaji, please go now. Come back",Told,34,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2475,123,123,2,"""My name is 1226/7. The name",Told,NA,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2474,123,123,1,"""Please Babaji, enough"", one of the",Told,32,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2473,122,122,5,"""You are not the only son",Told,31,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2472,122,122,4,The babus pushed their way through,Third-person,30,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2472,122,122,4,The babus pushed their way through,Third-person,30,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2472,122,122,4,The babus pushed their way through,Third-person,30,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2471,122,122,3,Many babus came out of the office.,Third-person,29,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2471,122,122,3,Many babus came out of the office.,Third-person,29,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2471,122,122,3,Many babus came out of the office.,Third-person,29,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2471,122,122,3,Many babus came out of the office.,Third-person,29,Sequential,Present,2438,Slightly Older Woman,Female,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2471,122,122,3,Many babus came out of the office.,Third-person,29,Sequential,Present,2440,Young Girl,Female,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2470,122,122,2,"""Ha ha!"" the uncrowned King laughed.",Told,28,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2469,122,122,1,"""You'll soon find out who gives",Told,27,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2468,121,121,7,"""Mister will not get up from",Told,26,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2467,121,121,6,"""Hey mister, get out of here!""",Told,25,Continuous,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2466,121,121,5,The chaprasi arrived on the scene,Third-person,24,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2465,121,121,4,"""But in two years, my application",Told,23,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2464,121,121,3,"""I appealed to these bastards two",Told,1,Continuous,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2463,121,121,2,The chaprasi planted his feet firmly,Third-person,22,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2463,121,121,2,The chaprasi planted his feet firmly,Third-person,22,Sequential,Present,2421,People Gathered,Unknown,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2462,121,121,1,After having stretched out his legs,Third-person,21,Sequential,Present,2437,Middle-Aged Man,Male,Unnamed,Uncrowned King,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2461,120,121,8,Four new people had joined those,Third-person,20,Parallel,Present,1221,Middle-Aged Neighbour,Male,NA,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2461,120,121,8,Four new people had joined those,Third-person,20,Parallel,Present,2438,Slightly Older Woman,Female,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2461,120,121,8,Four new people had joined those,Third-person,20,Parallel,Present,2440,Young Girl,Female,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2461,120,121,8,Four new people had joined those,Third-person,20,Parallel,Present,2442,Thin Man,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2461,120,121,8,Four new people had joined those,Third-person,20,Parallel,Present,2421,People Gathered,Unknown,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2460,120,120,7,"At that very moment, he heard",Third-person,19,Sequential,Present,2433,Commissioner Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2374,Commisioner's Office,2369,Public,NA,Invented,NA,NA,NA,NA
2458,120,120,6,After getting the chaprasi to adjust,Third-person,18,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2374,Commisioner's Office,2369,Public,NA,Invented,NA,NA,NA,NA
2458,120,120,6,After getting the chaprasi to adjust,Third-person,18,Sequential,Present,2433,Commissioner Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2374,Commisioner's Office,2369,Public,NA,Invented,NA,NA,NA,NA
2457,120,120,5,A bell rang in the Sahib's office.,Third-person,17,Sequential,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2374,Commisioner's Office,2369,Public,NA,Invented,NA,NA,NA,NA
2456,120,120,4,"In the brief pause that followed,",Third-person,16,Continuous,Present,2435,Gurmeet Singh,Male,Singh,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2456,120,120,4,"In the brief pause that followed,",Third-person,16,Continuous,Present,2432,Aziz Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2456,120,120,4,"In the brief pause that followed,",Third-person,16,Continuous,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2455,120,120,3,The appreciative laughter of his admirers,Third-person,15,Continuous,Present,2432,Aziz Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2455,120,120,3,The appreciative laughter of his admirers,Third-person,15,Continuous,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2454,120,120,2,"""It's a new ghazala!"" Aziz Sahib",Third-person,14,Continuous,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2454,120,120,2,"""It's a new ghazala!"" Aziz Sahib",Third-person,14,Continuous,Present,2432,Aziz Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2453,120,120,1,"""Aziz Sahib, did you write those",Third-person,13,Continuous,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2453,120,120,1,"""Aziz Sahib, did you write those",Third-person,13,Continuous,Present,2432,Aziz Sahib,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2452,119,120,8,"In the hall inside, the files",Third-person,12,Sequential,Present,2431,Babus,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2372,Compound: Hall,2369,Public,NA,Invented,NA,NA,NA,NA
2451,119,119,7,It was September and the entire,Third-person,11,Continuous,Present,2428,Old Woman,Female,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2450,119,119,6,A chaprasi with a red belt,Third-person,10,Continuous,Present,2427,Chaprasi,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2449,119,119,5,His son sat on a mat next,Third-person,9,Parallel,Present,2425,Petition-Writer's Son,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2371,Compound: Water Tap,2369,Public,NA,Invented,NA,NA,NA,NA
2449,119,119,5,His son sat on a mat next,Third-person,9,Parallel,Present,2423,Petition-Writer,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2371,Compound: Water Tap,2369,Public,NA,Invented,NA,NA,NA,NA
2448,119,119,4,"A few tall and hefty Jats,",Third-person,8,Parallel,Present,2424,Jats,Unknown,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2447,119,119,3,Sitting on a chair near the water tap,Third-person,7,Parallel,Present,2423,Petition-Writer,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2371,Compound: Water Tap,2369,Public,NA,Invented,NA,NA,NA,NA
2446,119,119,2,The chole-bhaturewalla was doing good business as usual,Third-person,6,Parallel,Present,2422,Chole-bhaturewalla,Male,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2445,119,119,1,There were lots of people sitting,Third-person,5,Sequential,Present,2421,People Gathered,Unknown,Unnamed,NA,35,Stories about the Partition of India,God's Dog,2370,Rakesh,Mohan,Male,NA,2369,2373,Compound,2369,Public,NA,Invented,NA,NA,NA,NA
2402,70,70,7,By the time Manori and Gani,Third-person,31,Sequential,Present,387,Manori,Male,Chiragdin's tailoring customer,NA,35,Stories about the Partition of India,The Owner of Rubble,253,Rakesh,Mohan,Male,1925-01-08192518,361,413,Abdul Gani's Lane,361,Public,406,Imported,Bansan Bazaar,pointPOINT(74.873739 31.618727),1. High confidence,Bansa wala Bazaar
2402,70,70,7,By the time Manori and Gani,Third-person,31,Sequential,Present,376,Abdul,Male,Gani,Gani Miyan,35,Stories about the Partition of India,The Owner of Rubble,253,Rakesh,Mohan,Male,1925-01-08192518,361,413,Abdul Gani's Lane,361,Public,406,Imported,Bansan Bazaar,pointPOINT(74.873739 31.618727),1. High confidence,Bansa wala Bazaar
